image,type
D:\dataset\hair\data\Straight\BvGX8t6CcAMWlmu.jpg,3
D:\dataset\hair\data\Straight\ByWN7j3IEAEygx-.jpg,3
D:\dataset\hair\data\Straight\c2d3751a55f8e39a781508593b83d319.jpg,3
D:\dataset\hair\data\Straight\c50e025b4472885a60c633775a8e9482--japanese-hairstyle-men-samurai-hairstyle.jpg,3
D:\dataset\hair\data\Straight\c792376506ae6474fd901832f2e07e03.jpg,3
D:\dataset\hair\data\Straight\c907dc6c79ebebd17c0bcaf366ec6c6d.jpg,3
D:\dataset\hair\data\Straight\ca933b48caed138f8a9b5a88b1fb0800.png,3
D:\dataset\hair\data\Straight\caf03e2b33942738274b9e3d44632040.jpg,3
D:\dataset\hair\data\Straight\Caramel-Medium-Length-Hair.jpg,3
D:\dataset\hair\data\Straight\ccacf533ec92e2df9351f525413ba31f.jpg,3
D:\dataset\hair\data\Straight\cee929ebc0cb9c93ddd831331a247624.jpg,3
D:\dataset\hair\data\Straight\center-parted-long-straight-hair-with-front-layers.jpg,3
D:\dataset\hair\data\Straight\clean-high-fade-for-men-with-thick-hair-500x625.jpg,3
D:\dataset\hair\data\Straight\close-up-young-stylish-women-making-selfie-using-her-own-smartphone-dressed-casual-yellow-t-shirt-has-straight-hair-wants-new-photo-social-networks_176532-8744.jpg,3
D:\dataset\hair\data\Straight\closeup-shoot-of-young-attractive-female-holding-a-camera-looking-straight-and-taking-a-selfie-smiling-happily-with-isolated-background-T1RP9T.jpg,3
D:\dataset\hair\data\Straight\content_thin-hair_1.jpg,3
D:\dataset\hair\data\Straight\crew-cut-for-men.jpg,3
D:\dataset\hair\data\Straight\Crowded-Thick-Volume-with-Undercut-Taper-Fade-1.jpg,3
D:\dataset\hair\data\Straight\cute-front-haircut-for-women2.jpg,3
D:\dataset\hair\data\Straight\d06ad250842dd9456e58f1ac6420917d.jpg,3
D:\dataset\hair\data\Straight\d0c00473ab13e10368014fae26b2f0e5.jpg,3
D:\dataset\hair\data\Straight\d0fe3fe8a55705df5f814f1b2ce86cbd.jpg,3
D:\dataset\hair\data\Straight\d3b65507b3caa9b556f8b05375caf691.jpg,3
D:\dataset\hair\data\Straight\d3ee68c3d4e74368d26bcc5f99e55834.jpg,3
D:\dataset\hair\data\Straight\d9ddf7ab86203ebafd4b74488fd8d10f.jpg,3
D:\dataset\hair\data\Straight\db4dbc136f8f0ebd32b6854bbd9834d2.jpg,3
D:\dataset\hair\data\Straight\dc314a9db760c2917177f9e23c9ca93c.jpg,3
D:\dataset\hair\data\Straight\dd94337cff25c0b5eb3af3fae95a9061.jpg,3
D:\dataset\hair\data\Straight\depositphotos_42859553-stock-photo-beautiful-indian-woman-with-long.jpg,3
D:\dataset\hair\data\Straight\DJOS6WwVYAA0oLv.jpg,3
D:\dataset\hair\data\Straight\download.jpg,3
D:\dataset\hair\data\Straight\Dyed-Undercut-Pompadour.jpg,3
D:\dataset\hair\data\Straight\e0ccb8a330ff370eeb1b5c6deab71ba2--teen-boy-hairstyles-boys-haircuts-.jpg,3
D:\dataset\hair\data\Straight\e374f7844815aaeb27d48dac10c5e9ff.jpg,3
D:\dataset\hair\data\Straight\e712770dda9f82f74bc25988dd74949e.jpg,3
D:\dataset\hair\data\Straight\e83e83a0c2ea262eb27fc652ec56c738.jpg,3
D:\dataset\hair\data\Straight\e934a154bd3016b721496148a7804da7.jpg,3
D:\dataset\hair\data\Straight\e94f9db781e9ddb50c42263f54ca65ff.jpg,3
D:\dataset\hair\data\Straight\Edgy-Pixie-Haircuts-Straight-Short-Hair.jpg,3
D:\dataset\hair\data\Straight\efaaf8a497aeaec9e5c9fa5460f8b896.jpg,3
D:\dataset\hair\data\Straight\Emiru-sans-Long-naturally-straight-hair.jpg,3
D:\dataset\hair\data\Straight\exact-how-to-get-kim-kardashian-super-sleek-straight-hair-ftr-1.jpg,3
D:\dataset\hair\data\Straight\extra-long-layers-for-long-straight-hair.jpg,3
D:\dataset\hair\data\Straight\Extraordinary_Straight_Hair_Natural_Tips_for_Health_Length_Retention_3.jpg,3
D:\dataset\hair\data\Straight\f09c67e2e40433fabfebbd24d8971fbf.jpg,3
D:\dataset\hair\data\Straight\f09e68f4579a21c72ecc77d6669709b4.jpg,3
D:\dataset\hair\data\Straight\f3976d7954dc8d600ee9a78186f6c7e8.jpg,3
D:\dataset\hair\data\Straight\f3c15b1a7763222c630229dbd7f98e63.jpg,3
D:\dataset\hair\data\Straight\f605c6a36fda9e515e84ff26a0d10280.jpg,3
D:\dataset\hair\data\Straight\f7df93e92a095aad0c333d85697f61a0.jpg,3
D:\dataset\hair\data\Straight\f849403185593c8dee012223e98fcb43.jpg,3
D:\dataset\hair\data\Straight\fa4bc81ca5d38c8f9bea8ef882c2c170.jpg,3
D:\dataset\hair\data\Straight\fa5a7847d57c8f39d8bd92b64cb21eec.jpg,3
D:\dataset\hair\data\Straight\Faux-Hawk-Hairstyles-for-Men-with-Straight-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\fb862a92efddf37f1d227899efc37545.jpg,3
D:\dataset\hair\data\Straight\golden-highlights-straight-1-ghs-clip-and-go-skyhair-original-imag357gc5fnrhff.jpeg,3
D:\dataset\hair\data\Straight\graphicstock-half-length-of-young-handsome-caucasian-reddish-straight-hair-woman-taking-a-selfie-looking-in-camera-smiling-vanity-social-network-concept_BaZNfnukZ_SB_PM.jpg,3
D:\dataset\hair\data\Straight\graphicstock-young-handsome-asiatic-long-brown-straight-hair-woman-taking-selfie-outdoor-in-the-city-with-a-smartphone-smiling-vanity-technology-social-network-concept_B6fyU2Ok-_SB_PM.jpg,3
D:\dataset\hair\data\Straight\graphicstock-young-handsome-caucasian-reddish-straight-hair-woman-sitting-on-a-small-wall-holding-a-tablet-taking-a-selfie-doing-grimace-technology-social-network-youthful-concept_BTFpe2_1W_SB_PM.jpg,3
D:\dataset\hair\data\Straight\guidetostraight.jpg,3
D:\dataset\hair\data\Straight\hair-styles-for-men-14.jpg,3
D:\dataset\hair\data\Straight\haircuts-for-fine-straight-hair.jpg,3
D:\dataset\hair\data\Straight\Haircuts-For-Men-with-Thick-Hair-Slicked-Back.jpg,3
D:\dataset\hair\data\Straight\Haircuts-For-Men-With-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\haircuts-for-round-face-indian.png,3
D:\dataset\hair\data\Straight\hairstyle-straight-hair.jpg,3
D:\dataset\hair\data\Straight\hairstyles-for-men-with-straight-hair-4.jpg,3
D:\dataset\hair\data\Straight\hairstyles-for-men-with-thick-hair-1.jpg,3
D:\dataset\hair\data\Straight\hairstyles_for_thick_hair_33.jpg,3
D:\dataset\hair\data\Straight\Hairstyles_Men_Thick_Hair_15.jpg,3
D:\dataset\hair\data\Straight\half-length-of-young-handsome-asiatic-long-brown-straight-hair-woman-F6H1E5.jpg,3
D:\dataset\hair\data\Straight\HerStyler-8-Best-Haircuts-for-Thick-Straight-Hair-.jpg,3
D:\dataset\hair\data\Straight\HIgh-Volume-Brush-up-Hairstyle.jpg,3
D:\dataset\hair\data\Straight\Highlighted-Straight-Hair-with-Long-Layers.jpg,3
D:\dataset\hair\data\Straight\how-to-get-beach-waves-hair-with-a-straightener.jpg,3
D:\dataset\hair\data\Straight\hp1.jpg,3
D:\dataset\hair\data\Straight\hp8302-04.jpg,3
D:\dataset\hair\data\Straight\HTB1t8EzNVXXXXXLaFXXq6xXFXXX3.jpg,3
D:\dataset\hair\data\Straight\image (2).jpeg,3
D:\dataset\hair\data\Straight\image(1).jpeg,3
D:\dataset\hair\data\Straight\image.jpeg,3
D:\dataset\hair\data\Straight\image1(1).jpeg,3
D:\dataset\hair\data\Straight\image12(1).jpeg,3
D:\dataset\hair\data\Straight\image13(1).jpeg,3
D:\dataset\hair\data\Straight\image14(1).jpeg,3
D:\dataset\hair\data\Straight\image15(1).jpeg,3
D:\dataset\hair\data\Straight\image17 (2).jpeg,3
D:\dataset\hair\data\Straight\image17.jpeg,3
D:\dataset\hair\data\Straight\image18(1).jpeg,3
D:\dataset\hair\data\Straight\image19.jpeg,3
D:\dataset\hair\data\Straight\image2(1).jpeg,3
D:\dataset\hair\data\Straight\image2.jpeg,3
D:\dataset\hair\data\Straight\image21.jpeg,3
D:\dataset\hair\data\Straight\image22.jpeg,3
D:\dataset\hair\data\Straight\image25.jpeg,3
D:\dataset\hair\data\Straight\image29.jpeg,3
D:\dataset\hair\data\Straight\image3.jpeg,3
D:\dataset\hair\data\Straight\image31.jpeg,3
D:\dataset\hair\data\Straight\image4(1).jpeg,3
D:\dataset\hair\data\Straight\image5.jpeg,3
D:\dataset\hair\data\Straight\image6 (2).jpeg,3
D:\dataset\hair\data\Straight\image6.jpeg,3
D:\dataset\hair\data\Straight\image7(1).jpeg,3
D:\dataset\hair\data\Straight\image8(1).jpeg,3
D:\dataset\hair\data\Straight\image8.jpeg,3
D:\dataset\hair\data\Straight\image9(1).jpeg,3
D:\dataset\hair\data\Straight\images (1).jpg,3
D:\dataset\hair\data\Straight\images (10).jpg,3
D:\dataset\hair\data\Straight\images (11).jpg,3
D:\dataset\hair\data\Straight\images (12).jpg,3
D:\dataset\hair\data\Straight\images (2).jpg,3
D:\dataset\hair\data\Straight\images (3).jpg,3
D:\dataset\hair\data\Straight\images (4).jpg,3
D:\dataset\hair\data\Straight\images (5).jpg,3
D:\dataset\hair\data\Straight\images (6).jpg,3
D:\dataset\hair\data\Straight\images (7).jpg,3
D:\dataset\hair\data\Straight\images (8).jpg,3
D:\dataset\hair\data\Straight\images (9).jpg,3
D:\dataset\hair\data\Straight\images(1).jpg,3
D:\dataset\hair\data\Straight\images.jpg,3
D:\dataset\hair\data\Straight\images10.jpg,3
D:\dataset\hair\data\Straight\images100 (2).jpg,3
D:\dataset\hair\data\Straight\images100.jpg,3
D:\dataset\hair\data\Straight\images101.jpg,3
D:\dataset\hair\data\Straight\images103.jpg,3
D:\dataset\hair\data\Straight\images104.jpg,3
D:\dataset\hair\data\Straight\images107 (2).jpg,3
D:\dataset\hair\data\Straight\images107.jpg,3
D:\dataset\hair\data\Straight\images108.jpg,3
D:\dataset\hair\data\Straight\images109.jpg,3
D:\dataset\hair\data\Straight\images110.jpg,3
D:\dataset\hair\data\Straight\images111.jpg,3
D:\dataset\hair\data\Straight\images117.jpg,3
D:\dataset\hair\data\Straight\images118.jpg,3
D:\dataset\hair\data\Straight\images121.jpg,3
D:\dataset\hair\data\Straight\images122.jpg,3
D:\dataset\hair\data\Straight\images124.jpg,3
D:\dataset\hair\data\Straight\images125.jpg,3
D:\dataset\hair\data\Straight\images13.jpg,3
D:\dataset\hair\data\Straight\images134.jpg,3
D:\dataset\hair\data\Straight\images135.jpg,3
D:\dataset\hair\data\Straight\images136.jpg,3
D:\dataset\hair\data\Straight\images139.jpg,3
D:\dataset\hair\data\Straight\images143.jpg,3
D:\dataset\hair\data\Straight\images145.jpg,3
D:\dataset\hair\data\Straight\images149.jpg,3
D:\dataset\hair\data\Straight\images15.jpg,3
D:\dataset\hair\data\Straight\images150.jpg,3
D:\dataset\hair\data\Straight\images151.jpg,3
D:\dataset\hair\data\Straight\images153.jpg,3
D:\dataset\hair\data\Straight\images159.jpg,3
D:\dataset\hair\data\Straight\images16.jpg,3
D:\dataset\hair\data\Straight\images17 (2).jpg,3
D:\dataset\hair\data\Straight\images17.jpg,3
D:\dataset\hair\data\Straight\images18(1).jpg,3
D:\dataset\hair\data\Straight\images19.jpg,3
D:\dataset\hair\data\Straight\images197.jpg,3
D:\dataset\hair\data\Straight\images2(1).jpg,3
D:\dataset\hair\data\Straight\images2.jpg,3
D:\dataset\hair\data\Straight\images20(1).jpg,3
D:\dataset\hair\data\Straight\images20.jpg,3
D:\dataset\hair\data\Straight\images200.jpg,3
D:\dataset\hair\data\Straight\images201.jpg,3
D:\dataset\hair\data\Straight\images202.jpg,3
D:\dataset\hair\data\Straight\images204.jpg,3
D:\dataset\hair\data\Straight\images206.jpg,3
D:\dataset\hair\data\Straight\images207.jpg,3
D:\dataset\hair\data\Straight\images208.jpg,3
D:\dataset\hair\data\Straight\images209.jpg,3
D:\dataset\hair\data\Straight\images210.jpg,3
D:\dataset\hair\data\Straight\images212.jpg,3
D:\dataset\hair\data\Straight\images213.jpg,3
D:\dataset\hair\data\Straight\images214.jpg,3
D:\dataset\hair\data\Straight\images215.jpg,3
D:\dataset\hair\data\Straight\images216.jpg,3
D:\dataset\hair\data\Straight\images218.jpg,3
D:\dataset\hair\data\Straight\images219.jpg,3
D:\dataset\hair\data\Straight\images22.jpg,3
D:\dataset\hair\data\Straight\images220.jpg,3
D:\dataset\hair\data\Straight\images221.jpg,3
D:\dataset\hair\data\Straight\images226.jpg,3
D:\dataset\hair\data\Straight\images229.jpg,3
D:\dataset\hair\data\Straight\images23.jpg,3
D:\dataset\hair\data\Straight\images230.jpg,3
D:\dataset\hair\data\Straight\images231.jpg,3
D:\dataset\hair\data\Straight\images24.jpg,3
D:\dataset\hair\data\Straight\images243.jpg,3
D:\dataset\hair\data\Straight\images244.jpg,3
D:\dataset\hair\data\Straight\images254.jpg,3
D:\dataset\hair\data\Straight\images257.jpg,3
D:\dataset\hair\data\Straight\images260.jpg,3
D:\dataset\hair\data\Straight\images261.jpg,3
D:\dataset\hair\data\Straight\images263.jpg,3
D:\dataset\hair\data\Straight\images266.jpg,3
D:\dataset\hair\data\Straight\images272.jpg,3
D:\dataset\hair\data\Straight\images28(1).jpg,3
D:\dataset\hair\data\Straight\images28.jpg,3
D:\dataset\hair\data\Straight\images280.jpg,3
D:\dataset\hair\data\Straight\images283.jpg,3
D:\dataset\hair\data\Straight\images284.jpg,3
D:\dataset\hair\data\Straight\images288.jpg,3
D:\dataset\hair\data\Straight\images289.jpg,3
D:\dataset\hair\data\Straight\images293.jpg,3
D:\dataset\hair\data\Straight\images294.jpg,3
D:\dataset\hair\data\Straight\images298.jpg,3
D:\dataset\hair\data\Straight\images299.jpg,3
D:\dataset\hair\data\Straight\images300.jpg,3
D:\dataset\hair\data\Straight\images301.jpg,3
D:\dataset\hair\data\Straight\images302.jpg,3
D:\dataset\hair\data\Straight\images303.jpg,3
D:\dataset\hair\data\Straight\images304.jpg,3
D:\dataset\hair\data\Straight\images305.jpg,3
D:\dataset\hair\data\Straight\images309.jpg,3
D:\dataset\hair\data\Straight\images31.jpg,3
D:\dataset\hair\data\Straight\images312.jpg,3
D:\dataset\hair\data\Straight\images316.jpg,3
D:\dataset\hair\data\Straight\images319.jpg,3
D:\dataset\hair\data\Straight\images32.jpg,3
D:\dataset\hair\data\Straight\images33(1).jpg,3
D:\dataset\hair\data\Straight\images34(1).jpg,3
D:\dataset\hair\data\Straight\images35.jpg,3
D:\dataset\hair\data\Straight\images37(1).jpg,3
D:\dataset\hair\data\Straight\images38(1).jpg,3
D:\dataset\hair\data\Straight\images38.jpg,3
D:\dataset\hair\data\Straight\images4(1).jpg,3
D:\dataset\hair\data\Straight\images40.jpg,3
D:\dataset\hair\data\Straight\images42.jpg,3
D:\dataset\hair\data\Straight\images43(1).jpg,3
D:\dataset\hair\data\Straight\images45(1).jpg,3
D:\dataset\hair\data\Straight\images46(1).jpg,3
D:\dataset\hair\data\Straight\images47 (2).jpg,3
D:\dataset\hair\data\Straight\images47.jpg,3
D:\dataset\hair\data\Straight\images49.jpg,3
D:\dataset\hair\data\Straight\images5(1).jpg,3
D:\dataset\hair\data\Straight\images50(1).jpg,3
D:\dataset\hair\data\Straight\images51(1).jpg,3
D:\dataset\hair\data\Straight\images51.jpg,3
D:\dataset\hair\data\Straight\images52.jpg,3
D:\dataset\hair\data\Straight\images55.jpg,3
D:\dataset\hair\data\Straight\images56.jpg,3
D:\dataset\hair\data\Straight\images6(1).jpg,3
D:\dataset\hair\data\Straight\images61 (2).jpg,3
D:\dataset\hair\data\Straight\images61.jpg,3
D:\dataset\hair\data\Straight\images62.jpg,3
D:\dataset\hair\data\Straight\images65.jpg,3
D:\dataset\hair\data\Straight\images67 (2).jpg,3
D:\dataset\hair\data\Straight\images67.jpg,3
D:\dataset\hair\data\Straight\images69.jpg,3
D:\dataset\hair\data\Straight\images7(1).jpg,3
D:\dataset\hair\data\Straight\images71.jpg,3
D:\dataset\hair\data\Straight\images73.jpg,3
D:\dataset\hair\data\Straight\images74.jpg,3
D:\dataset\hair\data\Straight\images79.jpg,3
D:\dataset\hair\data\Straight\images8.jpg,3
D:\dataset\hair\data\Straight\images80.jpg,3
D:\dataset\hair\data\Straight\images81.jpg,3
D:\dataset\hair\data\Straight\images83 (2).jpg,3
D:\dataset\hair\data\Straight\images83.jpg,3
D:\dataset\hair\data\Straight\images84 (2).jpg,3
D:\dataset\hair\data\Straight\images84.jpg,3
D:\dataset\hair\data\Straight\images85.jpg,3
D:\dataset\hair\data\Straight\images86.jpg,3
D:\dataset\hair\data\Straight\images88.jpg,3
D:\dataset\hair\data\Straight\images9.jpg,3
D:\dataset\hair\data\Straight\images91.jpg,3
D:\dataset\hair\data\Straight\images92.jpg,3
D:\dataset\hair\data\Straight\images93.jpg,3
D:\dataset\hair\data\Straight\images95.jpg,3
D:\dataset\hair\data\Straight\images98.jpg,3
D:\dataset\hair\data\Straight\images99.jpg,3
D:\dataset\hair\data\Straight\IMG_6585.PNG,3
D:\dataset\hair\data\Straight\IMG_6586.PNG,3
D:\dataset\hair\data\Straight\IMG_6587.PNG,3
D:\dataset\hair\data\Straight\IMG_6588.PNG,3
D:\dataset\hair\data\Straight\Indian-hairstyles-for-girls1.jpg,3
D:\dataset\hair\data\Straight\indian-hairstyles-for-short-hair-15.jpg,3
D:\dataset\hair\data\Straight\indian-hairstyles-for-short-hair-24.jpg,3
D:\dataset\hair\data\Straight\indian-hairstyles-for-short-hair-7-e1533446619785.jpg,3
D:\dataset\hair\data\Straight\indian-hairstyles-for-short-hair-flosaira-straight-up-gorgeous.jpg,3
D:\dataset\hair\data\Straight\Indians-prefer-long--straight-hair-on-women--says-survey_16c8b9993b1_medium.jpg,3
D:\dataset\hair\data\Straight\kims-long-hair-look-ftr.jpg,3
D:\dataset\hair\data\Straight\layered-haircut-with-balayage-long-straight.jpg,3
D:\dataset\hair\data\Straight\Layered-With-Balayage-Straight-Hairstyle-for-Women.jpg,3
D:\dataset\hair\data\Straight\long-hair.jpg,3
D:\dataset\hair\data\Straight\long-hairstyles-for-indian-women-18.jpg,3
D:\dataset\hair\data\Straight\Long-Hairstyles-For-Men-With-Thick-Hair-Shoulder-Length-Messy-Hair.jpg,3
D:\dataset\hair\data\Straight\Long-Hairstyles-for-Men-with-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\Long-straight-hair-feature-image.jpg,3
D:\dataset\hair\data\Straight\long-straight-hairstyles.jpg,3
D:\dataset\hair\data\Straight\long-straight-indian-full-lace-human-hair-wigs-20inch-5734.jpg,3
D:\dataset\hair\data\Straight\long-straight-weave-hairstyle-1.jpg.webp,3
D:\dataset\hair\data\Straight\Long-Textured-Crop-Low-Fade-For-Thick-Hair-Men.jpg,3
D:\dataset\hair\data\Straight\man-with-long-straight-hair.jpg.webp,3
D:\dataset\hair\data\Straight\maxresdefault2.jpg,3
D:\dataset\hair\data\Straight\men-thick-hair-clean-high-fade-500x500.jpg,3
D:\dataset\hair\data\Straight\Messy-Brushed-Up-Hair-with-Light-Beard.jpg,3
D:\dataset\hair\data\Straight\Messy-Hair.jpg,3
D:\dataset\hair\data\Straight\messy-style-e1534520079208.jpg,3
D:\dataset\hair\data\Straight\Messy_Thick_Hair.jpg,3
D:\dataset\hair\data\Straight\Normal-Medium-Length-Hairstyles-195x300.jpg,3
D:\dataset\hair\data\Straight\nwm07pypnki31.jpg,3
D:\dataset\hair\data\Straight\original.jpg,3
D:\dataset\hair\data\Straight\PHOTO20Priyanka20Chopras20gorgeous20straight20hair20day20makes20her20our20Woman20Crush20Wednesday.jpg,3
D:\dataset\hair\data\Straight\portrait-thoughtful-beautiful-brunette-young-girl-black-long-straight-hair-white-dress-standing-touching-her-chin-148269673.jpg,3
D:\dataset\hair\data\Straight\pretty-positive-joyful-60-aged-woman-with-straight-gray-hair-posing-her-smartphone-selfie-photo-sitting-red-armchair-front-green-wall-studio_161094-3464.jpg,3
D:\dataset\hair\data\Straight\rBVaSVq8Yl6AKLOGAAaqm6iIhz4035.jpg,3
D:\dataset\hair\data\Straight\s1.jpg,3
D:\dataset\hair\data\Straight\s10.jpg,3
D:\dataset\hair\data\Straight\s11.jpg,3
D:\dataset\hair\data\Straight\s12.jpg,3
D:\dataset\hair\data\Straight\s13.jpg,3
D:\dataset\hair\data\Straight\s14.jpg,3
D:\dataset\hair\data\Straight\s15.jpg,3
D:\dataset\hair\data\Straight\s2.jpg,3
D:\dataset\hair\data\Straight\s3.jpg,3
D:\dataset\hair\data\Straight\s4.jpg,3
D:\dataset\hair\data\Straight\s5.jpg,3
D:\dataset\hair\data\Straight\s6.jpg,3
D:\dataset\hair\data\Straight\s8.jpg,3
D:\dataset\hair\data\Straight\s9.jpg,3
D:\dataset\hair\data\Straight\selena-gomez-gtl-ftr-1.jpg,3
D:\dataset\hair\data\Straight\short-dark-brown-coif-mens-hair2-1024x683.jpg,3
D:\dataset\hair\data\Straight\Short-Haircuts-for-Mens-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\Short-Hairstyles-for-Men-with-Thick-Hair.jpg,3
D:\dataset\hair\data\Straight\short-hairstyles-men-thick-hair1.jpg,3
D:\dataset\hair\data\Straight\short-messy-hairstyle-for-guys.jpg,3
D:\dataset\hair\data\Straight\slick-1100x660.jpg,3
D:\dataset\hair\data\Straight\stock-photo-blue-eyes-simple-blonde-chic-short-hair-long-eyelashes-fashion-selfie-makeup-selfie-side-part-cd5fae6f-b14f-40eb-a64b-d07bda01eb35.jpg,3
D:\dataset\hair\data\Straight\stock-photo-girls-girl-glasses-hairstyle-serious-straight-hair-self-portrait-millennial-serious-face-f9a18f52-3232-4a80-9bcc-c9441cf19f99.jpg,3
D:\dataset\hair\data\Straight\stock-photo-selfie-beautiful-girl-taken-pictures-of-her-self-instagram-half-length-of-young-handsome-1250709973.jpg,3
D:\dataset\hair\data\Straight\Straight-hair-resized-782x439.jpg,3
D:\dataset\hair\data\Straight\straight-hair-styling-ideas-blonde-ombre-683x1024.jpg,3
D:\dataset\hair\data\Straight\straight-hairstyles-2.jpg,3
D:\dataset\hair\data\Straight\straight-hairstyles-for-teenage-girls-1.jpg,3
D:\dataset\hair\data\Straight\Straight-Layered-Hairstyles-1.jpg.webp,3
D:\dataset\hair\data\Straight\Straight2520hair2520is2520trending2520on2520celebrity2520Instagrams2520this2520week2520.jpg,3
D:\dataset\hair\data\Straight\STRAIGHTENERS25200311222520GettyImages-1428405278_SQ.jpeg,3
D:\dataset\hair\data\Straight\Straighthair-letmetakeaselfie_3ffd2c604ecc87127219d5ca8f0bb0c7.jpg,3
D:\dataset\hair\data\Straight\StraightHair.png,3
D:\dataset\hair\data\Straight\straighthair3-759x600.jpeg,3
D:\dataset\hair\data\Straight\straight_hair_piece.jpeg,3
D:\dataset\hair\data\Straight\studio-shot-of-an-attractive-young-woman-posing-royalty-free-image-1674502257.jpg,3
D:\dataset\hair\data\Straight\styles-for-straight-hair-1.jpg,3
D:\dataset\hair\data\Straight\TAW4_600x.png,3
D:\dataset\hair\data\Straight\TAW6_large.png,3
D:\dataset\hair\data\Straight\Textured-Messy-Top-High-Bald-Fade.jpg,3
D:\dataset\hair\data\Straight\Thick_Haircuts_1_1024x.jpg,3
D:\dataset\hair\data\Straight\Top-35-Best-MenE28099s-Haircuts-with-Bangs-Handsome-MenE28099s-Fringe-Hairstyles-Thick-Straight-Fringe-with-High-Taper.jpg,3
D:\dataset\hair\data\Straight\tp-straight-hair-men-1.jpg,3
D:\dataset\hair\data\Straight\undercut.jpg,3
D:\dataset\hair\data\Straight\Understanding-Different-Types-Of-Straight-Hair.jpg,3
D:\dataset\hair\data\Straight\Untitled-design-6.jpg,3
D:\dataset\hair\data\Straight\vrbMFKQ.jpg,3
D:\dataset\hair\data\Straight\vsco_063013_3.jpg,3
D:\dataset\hair\data\Straight\Wig-scroll-fluffy-oblique-bangs-wig-girls-long-curly-hair-long-straight-hair-pear.jpg,3
D:\dataset\hair\data\Straight\wym7l4xaemsj6xy6rvj58_1080x1350.jpg,3
D:\dataset\hair\data\Straight\young-female-model-dark-straight-hair-gentle-smile-poses-making-selfie-sits-against-outdoor-sidewalk-cafe-uses-modern-117831591.jpg,3
D:\dataset\hair\data\Straight\zendaya2-1.jpg,3
D:\dataset\hair\data\Straight\zzzzzz-0.jpg,3
D:\dataset\hair\data\Wavy\007-deepika-padukone-vogue-int-24jul19-getty.jpg,4
D:\dataset\hair\data\Wavy\021-vintage-hairstyles-75.jpg,4
D:\dataset\hair\data\Wavy\0837c1aa60868485923f00a96e7578853.jpg,4
D:\dataset\hair\data\Wavy\096bc77c82488482558a824382d9c816.jpg,4
D:\dataset\hair\data\Wavy\1-thick-wavy-hair-Cdqtn6XuomO.jpg,4
D:\dataset\hair\data\Wavy\1-Untidy-Side-Braids.jpg,4
D:\dataset\hair\data\Wavy\11.-Curled-Edges.jpg,4
D:\dataset\hair\data\Wavy\11148c4b0b0ef938a28374d7931ad901.jpg,4
D:\dataset\hair\data\Wavy\13_Feminine_Short_Haircuts_For_Wavy_Hair_Trending_Right_Now_1024x1024.jpg,4
D:\dataset\hair\data\Wavy\14_1512031743.jpg,4
D:\dataset\hair\data\Wavy\15b93f5299cff2a5f79966a378715bab.jpg,4
D:\dataset\hair\data\Wavy\16853c007d8200b90e7acdd5ec659cd6.jpg,4
D:\dataset\hair\data\Wavy\176c6deefd0bc4576594cd43dff13cd32.jpg,4
D:\dataset\hair\data\Wavy\2-Short-High-Volume-Hairstyle.jpg,4
D:\dataset\hair\data\Wavy\2.Aishwarya-Rai-BachchanE28099s-Splendid-Soft-Wind-Blown-Tresses.jpg,4
D:\dataset\hair\data\Wavy\20d3e8f598259c0ec7b0678b67f8afd1.jpg,4
D:\dataset\hair\data\Wavy\218f5348dda52bcc409d0b682fc64f244.jpg,4
D:\dataset\hair\data\Wavy\23-angel-waves-for-long-hair-CIa6kuejcI9.jpg,4
D:\dataset\hair\data\Wavy\2e59669ba7b07d544b21756269dd9616.jpg,4
D:\dataset\hair\data\Wavy\32b04f1f18e97aafbccd44b5a4a2b1f6--indian-wedding-hairstyles-bride-hairstyles.jpg,4
D:\dataset\hair\data\Wavy\34be707dfe1fb0e431b21764757a4e88.jpg,4
D:\dataset\hair\data\Wavy\3534f6def9c33dfb98865cdd8210fd653.jpg,4
D:\dataset\hair\data\Wavy\35e713f2e69b7fd1db36ece641115c00.jpg,4
D:\dataset\hair\data\Wavy\3bb45480de6e589502c4ebcda6503154--saree-hairstyles-indian-hairstyles.jpg,4
D:\dataset\hair\data\Wavy\3d89c90e0d3fadd67a38ee9c51e9b3e2.jpg,4
D:\dataset\hair\data\Wavy\4-temple-undercut-for-curly-hair.jpg,4
D:\dataset\hair\data\Wavy\40017483c7a93d157d92bb8821560d575.jpg,4
D:\dataset\hair\data\Wavy\414dd0ba800c1aa7f9f30a49088335bd.jpg,4
D:\dataset\hair\data\Wavy\43df94ac28023f17c366d081ab405fdf.jpg,4
D:\dataset\hair\data\Wavy\45bc138b27b33287b11fdef351b861b3.jpg,4
D:\dataset\hair\data\Wavy\47184a38dc23b3aff78b4b0e13b38b34.jpg,4
D:\dataset\hair\data\Wavy\4aa0fb9075e24628a7b55aa2519fd4ec.jpg,4
D:\dataset\hair\data\Wavy\5-inverted-lob-with-highlights-CKPyRW0j13V.jpg,4
D:\dataset\hair\data\Wavy\58c7412b624de3733fc59e50819e743d.jpg,4
D:\dataset\hair\data\Wavy\5d04d3b170616560279cbca878f02ce8.jpg,4
